Id;LotArea;Neighborhood;OverallQual;YearBuilt;TotalBsmtSF;FullBath;KitchenQual;SalePrice
1446;8400;Sawyer;6;1966;814;1;TA;129000.165
1447;26142;Mitchel;5;1962;1188;1;TA;157900.18
1448;10000;CollgCr;8;1995;1220;2;Gd;240000.21
1449;11767;Edwards;4;1910;560;1;TA;112000.24
1450;1533;MeadowV;5;1970;630;1;Ex;92000.35
1451;9000;NAmes;5;1974;896;2;TA;136000.55
1452;9262;Somerst;8;2008;1573;2;Ex;287090.75
1453;3675;Edwards;5;2005;547;1;TA;145000.18
1454;17217;Mitchel;5;2006;1140;1;TA;84500.95
1455;7500;Somerst;7;2004;1221;2;Gd;185000.25
1456;7917;Gilbert;6;1999;953;2;TA;175000.35
1457;13175;NWAmes;6;1978;1542;2;TA;210000.45
1458;9042;Crawfor;7;1941;1152;2;Gd;266500.57
1459;9717;NAmes;5;1950;1078;1;Gd;142125.66
1460;9937;Edwards;5;1965;1256;1;TA;147500.21
